Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Reactions of gene
G7714	b3345	3475332	3475718	G7714-MONOMER	RXN-18708
EG10401	b2240	2351016	2352374	GLPT-MONOMER	TRANS-RXN-22
EG11076	b4031	4240779	4242254	XYLE-MONOMER	TRANS-RXN-30
EG30087	b3278	3427221	3428762	RRSD-RRNA	
G7466	b2846	2987536	2988168	G7466-MONOMER	
EG11403	b2502	2625115	2626656	PPX-MONOMER	EXOPOLYPHOSPHATASE-RXN
EG10020	b3912	4104972	4105670	PHOSPHO-CPXR // CPXR-MONOMER	
EG10748	b3396	3522871	3525423	EG10748-MONOMER	RXN-16650 // RXN-16659 // RXN-16649
EG30053	b4270	4496405	4496489	leuX-tRNA	
EG12043	b2187	2284129	2284356	EG12043-MONOMER	
EG11241	b0897	944931	945557	EG11241-MONOMER	
EG10968	b1766	1848837	1850693	EG10968-MONOMER	RXN0-3201
G6493	b0955	1016539	1018299	G6493-MONOMER	
EG10619	b0091	100765	102240	UDP-NACMUR-ALA-LIG-MONOMER	UDP-NACMUR-ALA-LIG-RXN
G6467	b0900	948660	949568	G6467-MONOMER	
EG10747	b0060	63429	65780	EG10747-MONOMER	RXN0-4961 // DNA-DIRECTED-DNA-POLYMERASE-RXN
EG12162	b4498			PD00338	
EG10280	b2344	2461306	2462646	EG10280-MONOMER	RXN0-1802
EG10052	b0062	66835	68337	ARABISOM-MONOMER	ARABISOM-RXN
EG10991	b3116	3263686	3265017	TDCC-MONOMER	TRANS-RXN-71 // TRANS-RXN-72
EG11637	b1529	1618243	1618908	EG11637-MONOMER	
EG10121	b0776	810381	811535	7KAPSYN-MONOMER	RXN-11484 // 7KAPSYN-RXN
G6444	b0846	887423	887959	G6444-MONOMER	
EG12361	b2842	2982497	2983258	KDUD-MONOMER	1.1.1.127-RXN // RXN0-7101 // RXN-15607
G6675	b1344	1411013	1411948	G6675-MONOMER	TRNA-S-TRANSFERASE-RXN
EG30102	b3976	4175388	4175463	thrU-tRNA	
G6972	b1786	1872041	1873531	G6972-MONOMER	RXN0-5359
EG30097	b1032	1097565	1097652	serX-tRNA	
G6925	b1707	1791307	1792020	G6925-MONOMER	
EG11954	b4082	4303078	4304109	EG11954-MONOMER	TRANS-RXN-351
EG10337	b2168	2261427	2262365	1-PFK-MONOMER	1PFRUCTPHOSN-RXN
G7022	b1872	1954578	1957007	G7022-MONOMER	RXN-19619
G0-16677	b4700	607734	607792		
EG11703	b0463	484426	485619	EG11703-MONOMER	TRANS-RXN-354 // TRANS-RXN-359 // TRANS-RXN0-592 // TRANS-RXN-356 // TRANS-RXN-355 // TRANS-RXN-357 // TRANS-RXN-1551 // TRANS-RXN-1552 // TRANS-RXN-360
G0-16657	b4640	2067360	2067892		
G0-10707	b4703	4332116	4332205	MONOMER0-4214	
G7169	b2256	2370018	2370908	G7169-MONOMER	RXN0-5409
G7122	b2085	2167989	2168306	G7122-MONOMER	
G6766	b1455	1526940	1527152	G6766-MONOMER	
EG12315	b0117	129407	131260	EG12315-MONOMER	
EG30061	b3171	3318213	3318289	metY-tRNA	
G85	b2407	2524045	2524878	XANTHOSINEPHOSPHORY-MONOMER	XANTHOSINEPHOSPHORY-RXN // INOPHOSPHOR-RXN // RXN0-5199 // RXN0-7092
G0-16659	b4638	1434958	1435008	G0-16659-MONOMER	
EG10033	b1002	1065585	1066826	GLUCOSE-1-PHOSPHAT-MONOMER	GLUCOSE-1-PHOSPHAT-RXN // RXN0-1001
G592	b1380	1441854	1442843	DLACTDEHYDROGNAD-MONOMER	DLACTDEHYDROGNAD-RXN
EG11566	b0045	45807	47138	YAAU-MONOMER	
G6905	b1679	1758874	1759290	G6905-MONOMER	RXN0-7443
EG10460	b4348	4580068	4581462	EG10460-MONOMER	3.1.21.3-RXN
EG10609	b3250	3398875	3399978	EG10609-MONOMER	
G6478	b0936	995985	996944	G6478-MONOMER	ABC-56-RXN
G6437	b0837	878742	879857	G6437-MONOMER	RXN0-6371
EG10781	b2585	2722727	2724082	PHOSPHASERSYN-MONOMER	RXN0-7499 // PHOSPHASERSYN-RXN
EG12666	b0524	553218	553940	EG12666-MONOMER	LIPIDXSYNTHESIS-RXN
G6185	b0320	336778	338325	G6185-MONOMER	
G0-10201	b4616	3853118	3853257	RNA0-282 // RNA0-281	
G6663	b1327	1390933	1391853	G6663-MONOMER	
G6430	b0830	869411	870949	YLIB-MONOMER	TRANS-RXN0-637 // RXN0-11
G7289	b2459	2573502	2574305	G7289-MONOMER	
G0-17088	b4813	1279337	1279520	RNA0-416	
G6463	b0881	922913	923233	G6463-MONOMER	
EG10478	b2721	2844762	2846471	HYCELARGE-MONOMER	FHLMULTI-RXN // RXN0-3281 // HYDROG-RXN
EG11180	b3291	3438024	3438434	EG11180-MONOMER	TRANS-RXN-86
G7335	b2541	2671225	2672037	PHENPRODIOLDEHYDROG-MONOMER	RXN-12071 // PHENPRODIOLDEHYDROG-RXN
G7685	b3240	3386221	3388188	G7685-MONOMER	TRANS-RXN0-233
EG11468	b3823	4007757	4008377	RHTC-MONOMER	TRANS-RXN0-0244
EG10720	b4097	4318006	4318764	PHNK-MONOMER	
EG11151	b2597	2737154	2737495	EG11151-MONOMER	
G0-10699	b4719	1996921	1997057	RNA0-361	
EG10777	b1305	1368801	1369025	EG10777-MONOMER	
EG10468	b0972	1032139	1033257	HYAA-MONOMER	RXN0-5256 // RXN-16420
EG10113	b3336	3466249	3466725	EG10113-MONOMER	RXN0-1483
EG11322	b0415	434647	435117	LUMAZINESYN-MONOMER	LUMAZINESYN-RXN
G7118	b2081	2165668	2167029	G7118-MONOMER	
EG11934	b4055	4269414	4270127	APHA-MONOMER	ACID-PHOSPHATASE-RXN // RXN-14026 // AMP-DEPHOSPHORYLATION-RXN // RXN-14473 // RXN-7607 // RXN-7609 // 5-NUCLEOTID-RXN // RXN-14126 // RXN-14090 // 3-NUCLEOTID-RXN // RXN-14142 // RXN-14161 // THYMIDYLATE-5-PHOSPHATASE-RXN // RXN0-3741 // RXN-14521 // DEOXYNUCLEOTIDE-3-PHOSPHATASE-RXN // RXN-14522 // RXN-14525 // RXN-14523 // RXN-14524 // RXN-14505 // RXN0-5114 // RXN-14534
EG10675	b1244	1302899	1303819	OPPB-MONOMER	ABC-8-RXN // 3.6.3.23-RXN // RXN0-11 // TRANS-RXN0-268
EG10773	b2679	2807132	2808124	PROX-MONOMER	TRANS-RXN-324 // TRANS-RXN-283 // RXN-8638 // ABC-26-RXN
EG10395	b3425	3561497	3561823	EG10395-MONOMER	RXN0-6385 // THIOSULFATE-SULFURTRANSFERASE-RXN
G6503	b0982	1044230	1044676	G6503-MONOMER	PROTEIN-TYROSINE-PHOSPHATASE-RXN
G0-10468	b4554	3776171	3776380	MONOMER0-2690	
G7263	b2428	2545773	2546669	G7263-MONOMER	RXN0-4641
EG12449	b2330	2447508	2448440	EG12449-MONOMER	RXN0-1241
G7872	b4217	4439587	4439793	G7872-MONOMER	
EG10353	b2805	2939368	2940099	PD00444	
EG10708	b0576	601959	603335	PHEP-MONOMER	TRANS-RXN-56
G6672	b1340	1405979	1406542	G6672-MONOMER	
EG11946	b4072	4289808	4290479	NRFC-MONOMER	RXN-18604
EG11849	b3884	4074669	4075454	EG11849-MONOMER	
EG11168	b3061	3206463	3207374	TTDA-MONOMER	LTARTDEHYDRA-RXN // RXN0-7485
EG11524	b0706	738092	738853	EG11524-MONOMER	
G0-9609	b4425	1287066	1287236	RNA0-164	
EG11516	b1188	1235709	1237241	EG11516-MONOMER	
EG11443	b2914	3058666	3059325	RIB5PISOMA-MONOMER	RIB5PISOM-RXN
G0-10430	b4516	1049833	1050108	MONOMER0-4228	
G6173	b0303	318331	318567	G6173-MONOMER	
EG12556	b4304	4528930	4530243	SGCC-MONOMER	
EG12215	b3469	3606451	3608649	YHHO-MONOMER	RXN0-5205 // 3.6.3.3-RXN // TRANS-RXN-452
G364	b1079	1135564	1136262	FLGH-FLAGELLAR-L-RING	
EG10221	b4381	4617323	4618102	DEOXYRIBOSE-P-ALD-MONOMER	DEOXYRIBOSE-P-ALD-RXN
EG10001	b4053	4265782	4266861	ALARACEBIOSYN-MONOMER	ALARACECAT-RXN
G6083	b0016	15445	16557	G6083-MONOMER	
G0-17117	b4836	4056428	4056621	RNA0-434	
EG10115	b3722	3903720	3905597	BGLF-MONOMER	TRANS-RXN0-518 // TRANS-RXN-153 // TRANS-RXN-153A // TRANS-RXN-157
G6959	b1772	1855981	1856928	G6959-MONOMER	RXN-21533
G0-16751	b4757	3884026	3884106	MONOMER0-4435	
EG10892	b3703	3884336	3884476	EG10892-MONOMER	
G7557	b4658	3146856	3147691	G7557-MONOMER	
G0-17130	b4846	3438431	3438484	RNA0-441	
G6350	b0639	669931	670572	NICONUCADENYLYLTRAN-MONOMER	NICONUCADENYLYLTRAN-RXN
G6821	b1547	1634885	1635847	G6821-MONOMER	
EG10043	b4214	4436755	4437495	EG10043-MONOMER	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
G7020	b1870	1952702	1953445	G7020-MONOMER	RXN0-7066
EG11753	b1216	1270749	1271849	CHAA-MONOMER	TRANS-RXN-42 // TRANS-RXN-101
G6660	b1324	1388305	1388811	G6660-MONOMER	1.11.1.15-RXN // RXN-19953 // RXN-19954 // RXN0-5468
EG10102	b3737	3920950	3921189	ATPE-MONOMER	ATPSYN-RXN // RXN0-7041
G7214	b2343	2460650	2460934	G7214-MONOMER	
EG12220	b3474	3611865	3612914	EG12220-MONOMER	
G6287	b0518	546680	548347	G6287-MONOMER	OXAMATE-CARBAMOYLTRANSFERASE-RXN
EG10046	b2957	3099682	3100728	ANSB-MONOMER	ASPARAGHYD-RXN
G369	b1071	1129835	1130128	G369-MONOMER	
EG10879	b3304	3445244	3445597	EG10879-MONOMER	
EG10655	b3366	3496551	3496877	NIRD-MONOMER	RXN-13854
G2001	b1293	1354505	1355470	SAPB-MONOMER	TRANS-RXN-1594 // TRANS-RXN-328
EG10869	b3305	3445607	3446140	EG10869-MONOMER	
EG11281	b4170	4397412	4399259	EG11281-MONOMER	
G0-17098	b4824	4640718	4640771	MONOMER0-4551	
G0-10555	b4508	566376	566687		
EG11244	b2922	3067340	3068080	EG11244-MONOMER	
EG11827	b4090	4313350	4313799	RIB5PISOMB-MONOMER	RXN0-303 // RIB5PISOM-RXN
EG11731	b3746	3929597	3931093	EG11731-MONOMER	RXN0-1061
G6548	b1043	1104961	1105293	G6548-MONOMER	
EG11135	b1768	1851887	1852528	NICOTINAMID-MONOMER	NICOTINAMID-RXN // PYRAZIN-RXN
G6158	b0287	302991	303605	G6158-MONOMER	
EG10512	b3617	3791355	3792551	AKBLIG-MONOMER	AKBLIG-RXN
EG10898	b3202	3344717	3346150	RPON-MONOMER	
EG12229	b3492	3636208	3637410	EG12229-MONOMER	RXN-25215
G6156	b0285	300931	301887	G6156-MONOMER	CARBOXYLATE-REDUCTASE-RXN // RXN-24042 // RXN-24038
EG10568	b1818	1903082	1903882	MANY-MONOMER	TRANS-RXN-165 // TRANS-RXN0-540 // TRANS-RXN0-446 // TRANS-RXN-167A // TRANS-RXN-157 // TRANS-RXN-167 // TRANS-RXN-158A
EG10048	b0049	50380	51222	EG10048-MONOMER	PPPGPPHYDRO-RXN // 3.6.1.41-RXN
G6956	b1762	1843831	1844871	G6956-MONOMER	
EG10234	b0896	944033	944896	DMSC-MONOMER	DIMESULFREDUCT-RXN
EG11112	b0885	926728	927432	EG11112-MONOMER	RXN-17846 // RXN-17847 // RXN-17848 // LEUCYLTRANSFERASE-RXN
EG12110	b1414	1487235	1488035	EG12110-MONOMER	
EG30040	b4164	4392472	4392547	glyX-tRNA	
G6904	b1678	1757721	1758725	G6904-MONOMER	RXN0-7489
G7636	b3141	3286270	3287025	G7636-MONOMER	
G7256	b2408	2525127	2525891	G7256-MONOMER	
EG10158	b0437	456677	457300	EG10158-MONOMER	3.4.21.92-RXN
G6827	b1554	1639524	1640057	G6827-MONOMER	
EG10570	b0168	188712	189506	EG10570-MONOMER	3.4.11.18-RXN
G0-10202		3853118	3853192		
EG12196	b1001	1064036	1065292	EG12196-MONOMER	
EG11174	b3121	3268415	3269602	EG11174-MONOMER	
G7609	b3095	3247773	3248435	G7609-MONOMER	
G0-8873	b4456	3986432	3986603	SRAJ-RNA	
EG10699	b3916	4107552	4108514	6PFK-1-MONOMER	6PFRUCTPHOS-RXN // RXN0-6541
G7175	b2268	2381608	2382525	G7175-MONOMER	RXN0-6525 // RXN0-4222 // RXN0-7473
G6857	b1599	1672820	1673149	B1599-MONOMER	TRANS-RXN0-266 // TRANS-RXN-350
EG12240	b3513	3659232	3660389	EG12240-MONOMER	TRANS-RXN-352 // TRANS-RXN-367 // TRANS-RXN-359
EG20080	b2976	3121634	3123805	MALSYNG-MONOMER	MALSYN-RXN
EG11617	b2078	2162876	2164279	PHOSPHO-BAES // BAES-MONOMER	2.7.13.3-RXN
EG10877	b3313	3448759	3449169	EG10877-MONOMER	
EG10355	b2804	2938888	2939310	EG10355-MONOMER	RXN0-5298 // RXN0-5304
EG11858	b3894	4082772	4085822	FDOG-MONOMER	FORMATEDEHYDROG-RXN
EG10665	b3169	3316039	3317526	EG10665-MONOMER	
EG10378	b3432	3571316	3573502	GLYCOGEN-BRANCH-MONOMER	GLYCOGEN-BRANCH-RXN
G7461	b2833	2971271	2971489	G7461-MONOMER	
G0-8888	b4606	2590807	2590866	MONOMER0-762	
G0-10563	b4552	3623887	3624132		
EG11957	b4085	4307783	4308478	EG11957-MONOMER	RXN0-304
G6557	b1060	1120701	1120955	G6557-MONOMER	
EG10144	b1734	1817148	1818500	EG10144-MONOMER	RXN0-7392 // 6-PHOSPHO-BETA-GLUCOSIDASE-RXN
EG10449	b2019	2090192	2091091	ATPPHOSRIBOSTRANS-MONOMER	ATPPHOSPHORIBOSYLTRANS-RXN
EG10422	b0104	113444	114487	GMP-REDUCT-MONOMER	GMP-REDUCT-RXN
G7366	b2631	2766984	2767355	G7366-MONOMER	
EG11975	b1948	2021869	2022606	EG11975-MONOMER	
G6706	b1384	1446378	1447283	G6706-MONOMER	
EG11551	b2712	2835173	2837425	EG11551-MONOMER	RXN0-6435 // RXN-14552 // RXN-15915
EG11470	b3826	4010200	4011000	EG11470-MONOMER	3.1.3.74-RXN // RXN0-5186 // 3.1.3.68-RXN // RXN-15312 // GLUCOSE-6-PHOSPHATASE-RXN // GLUCOSE-1-PHOSPHAT-RXN // F16BDEPHOS-RXN // TREHALOSEPHOSPHA-RXN // RXN-14483 // SUGAR-PHOSPHATASE-RXN
EG10183	b2422	2539717	2540814	CYSA-MONOMER	ABC-70-RXN // ABC-7-RXN // TRANS-RXN0-478 // TRANS-RXN0-479 // ABC-19-RXN
EG10525	b0345	366428	367510	PD00763	
G0-9385	b4761	2640595	2640686	RNA0-126	
EG11842	b3877	4065809	4067194	YIHP-MONOMER	
G7950	b4371	4606669	4607700	G7950-MONOMER	RXN-11576
EG11142	b2230	2334956	2336644	EG11142-MONOMER	
EG11880	b3930	4119423	4120349	DMK-MONOMER	DMK-RXN
EG11276	b3707	3888435	3888509	EG11276-MONOMER	
EG11978	b2039	2110138	2111019	DTDPGLUCOSEPP-MONOMER	DTDPGLUCOSEPP-RXN
EG11607	b1251	1310569	1310865	EG11607-MONOMER	
G6488	b0948	1007844	1009952	G6488-MONOMER	RXN0-6950 // RXN-11574
G7229	b2360	2474032	2474856	G7229-MONOMER	
EG13283	b2367	2480638	2482176	EMRY-MONOMER	TRANS-RXN-365
G7584	b3045	3186510	3187415	MONOMER0-4449	
G0-10446	b4525	1390680	1390862	MONOMER0-2668	
EG11412	b0640	670574	671605	EG11412-MONOMER	
G7343	b2549	2679464	2682745	G7343-MONOMER	
EG11819	b1232	1287782	1288624	FORMYLTHFDEFORMYL-MONOMER	FORMYLTHFDEFORMYL-RXN
G7546	b2980	3128272	3129036	G7546-MONOMER	
G6669	b1337	1401810	1403255	G6669-MONOMER	RXN0-5040
G7291	b2461	2574978	2575457	G7291-MONOMER	
EG10226	b1570	1647934	1648341	EG10226-MONOMER	
EG10916	b3311	3448314	3448568	EG10916-MONOMER	
G7255	b2394	2514331	2515443	G7255-MONOMER	
G6143	b0271	286789	288399	G6143-MONOMER	
EG11044	b2311	2428057	2428626	UBIX-MONOMER	RXN-16937
EG12037	b2177	2272364	2274178	YEJA-MONOMER	RXN0-11 // ABC-8-RXN // 3.6.3.23-RXN
G6736	b1420	1491962	1492129	G6736-MONOMER	
G7439	b4463	2897964	2899418	G7439-MONOMER	
EG10911	b3342	3474178	3474552	EG10911-MONOMER	
EG11144	b2327	2444751	2445560	EG11144-MONOMER	
G7498	b2879	3019161	3020489	G7498-MONOMER	
G7721	b3358	3486791	3488893	G7721-MONOMER	
EG10331	b4153	4379783	4380517	FUM-FE-S	R601-RXN
EG12058	b2200	2296362	2297024	CCMB-MONOMER	RXN-21408
EG11912	b3953	4147138	4147479	EG11912-MONOMER	
EG12180	b0622	656557	657117	EG12180-MONOMER	RXN-20916 // RXN-20915 // RXN-20914 // RXN-20913 // RXN-20918 // RXN-20919
EG12868	b1273	1330417	1330668	EG12868-MONOMER	
EG12312	b0103	112599	113219	EG12312-MONOMER	DEPHOSPHOCOAKIN-RXN
EG12410	b2467	2582903	2583478	EG12410-MONOMER	RXN0-5108
EG10594	b2148	2236743	2237753	MGLC-MONOMER	ABC-18-RXN // TRANS-RXN0-541
G7146	b2174	2268854	2269567	G7146-MONOMER	RXN0-5383 // RXN-16281 // UNDECAPRENYL-DIPHOSPHATASE-RXN
EG12237	b3503	3650237	3650662	EG12237-MONOMER	RXN-982 // RXN-21024 // RXN-21025 // RXN-21026 // RXN-21027
G6269	b0493	518340	519149	G6269-MONOMER	RXN-15744 // RXN0-5141 // RXN-8772 // RXN-15743 // RXN-8773 // ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN // RXN0-7119
G6425	b0822	859213	860028	G6425-MONOMER	RXN0-5186 // 3.1.3.68-RXN // RXN-15312 // GLUCOSE-6-PHOSPHATASE-RXN // GLUCOSE-1-PHOSPHAT-RXN // F16BDEPHOS-RXN // TREHALOSEPHOSPHA-RXN // RXN-14483 // SUGAR-PHOSPHATASE-RXN
G0-16747	b4753	3032939	3033010	MONOMER0-4431	
G6427	b0824	862612	863511	G6427-MONOMER	
EG12445	b2578	2715423	2716010	EG12445-MONOMER	RXN0-1924 // RXN0-1923
EG12285	b3581	3748577	3749239	EG12285-MONOMER	RXN0-705
G6310	b0555	577613	578110	G6310-MONOMER	3.2.1.17-RXN
EG10589	b2942	3086706	3087860	S-ADENMETSYN-MONOMER	S-ADENMETSYN-RXN
EG10306	b1102	1159362	1161551	EG10306-MONOMER	RXN0-1702
EG12302	b1098	1155124	1155765	DTMPKI-MONOMER	DTMPKI-RXN
EG10446	b2021	2092398	2093468	HISTPHOSTRANS-MONOMER	HISTAMINOTRANS-RXN
EG11623	b2797	2929576	2930943	LSERINEDEAM2-MONOMER	4.3.1.17-RXN // RXN-15125
G0-8870	b4449	3311183	3311398	SRAG-RNA	
EG10654	b3367	3497003	3497809	NIRC-MONOMER	TRANS-RXN-137
EG10941	b3591	3759858	3761249	EG10941-MONOMER	2.9.1.1-RXN
EG12433	b1269	1326852	1327727	EG12433-MONOMER	RXN-11836
EG11741	b3264	3412803	3413465	EG11741-MONOMER	
EG11816	b2746	2871301	2871780	EG11816-MONOMER	RXN0-302
EG10420	b2507	2630958	2632535	GMP-SYN-MONOMER	GMP-SYN-GLUT-RXN // GLUTAMIN-RXN // GMP-SYN-NH3-RXN
EG11363	b4169	4396065	4397402	NACMURLALAAMI2-MONOMER	RXN-16938
G6338	b0612	645117	646580	B0612-MONOMER	TRANS-RXN0-201
G6710	b1389	1454868	1455155	G6710-MONOMER	RXN0-2042
EG11229	b1476	1551338	1551991	FDNI-MONOMER	FORMATEDEHYDROG-RXN
EG12090	b2280	2395342	2395896	NUOJ-MONOMER	NADH-DEHYDROG-A-RXN // RXN0-5388
G7237	b2374	2492004	2493254	G7237-MONOMER	RXN0-1382
G0-10535		19811	20508	MONOMER0-2755	
EG10506	b1718	1800096	1800638	EG10506-MONOMER	
G7349	b2583	2719223	2719921	G7349-MONOMER	2.5.1.25-RXN // RXN-21179
G7269	b2434	2551713	2552138	G7269-MONOMER	
G0-16727	b4732	408947	409030	MONOMER0-4409	
G6704	b1382	1445687	1445872	G6704-MONOMER	
EG10428	b0369	388753	389727	PORPHOBILSYNTH-MONOMER	PORPHOBILSYNTH-RXN
EG10871	b3985	4179996	4180493	EG10871-MONOMER	
EG11733	b3755	3940635	3941327	EG11733-MONOMER	
EG11094	b0398	415750	416952	EG11094-MONOMER	
EG10180	b0430	448046	448660	CYOC-MONOMER	RXN0-5268
EG10149	b1887	1972836	1973339	CHEW-MONOMER	
EG11066	b4322	4551636	4552820	MANNONDEHYDRAT-MONOMER	MANNONDEHYDRAT-RXN
G6431	b0831	870967	871887	YLIC-MONOMER	TRANS-RXN0-637 // RXN0-11
EG10206	b0031	28374	29195	DIHYDROPICRED-MONOMER	RXN-14014
EG12262	b3535	3695997	3696185	EG12262-MONOMER	
EG12257	b3530	3685700	3689173	EG12257-MONOMER	
EG10319	b1891	1977266	1977844	MONOMER0-2488	
G6492	b0952	1014896	1015459	G6492-MONOMER	
G7937	b4341	4571751	4571915	G7937-MONOMER	
G6944	b1748	1830762	1831982	SUCCORNTRANSAM-MONOMER	SUCCORNTRANSAM-RXN // ACETYLORNTRANSAM-RXN
G6480	b0938	997868	998407	G6480-MONOMER	
EG10695	b0237	254259	255716	EG10695-MONOMER	RXN0-6981 // 3.4.13.18-RXN // RXN-6622
EG10969	b2703	2826392	2827351	GUTA-MONOMER	TRANS-RXN-169 // TRANS-RXN-156
G6321	b0573	597131	597463	G6321-MONOMER	TRANS-RXN0-280 // TRANS-RXN-90
G0-10610	b4625	4579835	4579911	RNA0-334	
G7182	b2275	2389116	2389964	G7182-MONOMER	
EG11558	b0037	36271	37824	CAIC-MONOMER	LCARNCOALIG-RXN
G6628	b1201	1251066	1252985	G6628-MONOMER	
EG11366	b4396	4634441	4635310	PD04418	
G6842	b1584	1656184	1656744	SPERMACTRAN-MONOMER	RXN0-7165 // SPERMACTRAN-RXN // DIAMACTRANS-RXN
G6356	b0649	680212	681663	G6356-MONOMER	
G7352	b2595	2736146	2736883	G7352-MONOMER	
EG11881	b3931	4120416	4121747	EG11881-MONOMER	RXN0-5103
G6982	b1796	1879403	1879585	G6982-MONOMER	
G0-10545		3186187	3187415	MONOMER0-4258	
G6542	b1036	1100296	1100787	G6542-MONOMER	
G0-10696	b4690	272580	272654	RNA0-358	
G7463	b2843	2983288	2984124	G7463-MONOMER	5.3.1.17-RXN // PGLUCISOM-RXN
EG11865	b3901	4093124	4093438	EG11865-MONOMER	RXN0-5306
EG10290	b4287	4510690	4511457	FECE-MONOMER	ABC-9-RXN
G7117	b2080	2165189	2165521	G7117-MONOMER	
G0-17097	b4823	4568692	4568727	MONOMER0-4550	
EG10177	b0341	359992	361146	CYNX-MONOMER	TRANS-RXN-14
EG12563	b4321	4549953	4551296	GNTP-MONOMER	TRANS-RXN-81 // TRANS-RXN0-209
G6133	b0258	272847	273992	G6133-MONOMER	
G0-17046	b4800	4486105	4486155	MONOMER0-4514	
G7197	b2305	2422649	2423539	G7197-MONOMER	
EG30054	b1909	1991815	1991901	leuZ-tRNA	
EG10714	b4105	4323336	4324352	PHND-MONOMER	ABC-23-RXN // TRANS-RXN-238
EG12146	b3205	3347115	3347969	EG12146-MONOMER	
EG12850	b2233	2340417	2344169	EG12850-MONOMER	
EG12009	b2128	2215745	2216476	YEHW-MONOMER	TRANS-RXN-283
G7295	b2466	2581734	2582777	G7295-MONOMER	
G0-16739	b4745	1530319	1530504	MONOMER0-4422	
G0-17100	b4825	4366839	4366951	RNA0-418	
EG11083	b0059	60358	63264	EG11083-MONOMER	
EG10322	b1944	2019618	2020082	EG10322-MONOMER	
EG10957	b4063	4277469	4277933	PD04132	
EG12183	b0433	452070	453545	AMPG-MONOMER	TRANS-RXN0-226 // TRANS-RXN0-258 // TRANS-RXN-1570 // TRANS-RXN-1571
EG11242	b0898	945871	947019	YCAD-MONOMER	
EG10380	b3428	3564134	3566581	GLYCOPHOSPHORYL-MONOMER	GLYCOPHOSPHORYL-RXN
EG11625	b0863	902257	902988	ARTI-MONOMER	
EG11006	b3709	3890236	3891483	TNAB-MONOMER	TRANS-RXN-76
EG10276	b3256	3405917	3407266	BIOTIN-CARBOXYL-MONOMER	BIOTIN-CARBOXYL-RXN
EG10952	b2617	2753605	2753946	EG10952-MONOMER	
G6394	b0753	784937	785317	G6394-MONOMER	
G6594	b1150	1205549	1205731	G6594-MONOMER	
G0-8885	b4437	2153646	2153781	RYED-RNA	
G7914	b4301	4526905	4527537	G7914-MONOMER	
G7915	b4303	4528111	4528917	G7915-MONOMER	
G7888	b4261	4486218	4487318	G7888-MONOMER	TRANS-RXN-237 // TRANS-RXN0-638
EG10359	b0683	710200	710646	PD00260	
G7427	b2757	2880374	2881048	G7427-MONOMER	RXN0-5435
G7273	b2443	2560257	2560898	G7273-MONOMER	
G6958	b1771	1854991	1855971	G6958-MONOMER	RXN0-5213
EG12626	b3542	3703859	3704761	DPPC-MONOMER	ABC-8-RXN
EG11790	b2050	2124523	2125746	EG11790-MONOMER	RXN0-7341
EG10686	b3019	3163715	3165973	EG10686-MONOMER	
G0-8896		238462	238586		
G7529	b2953	3096383	3096673	G7529-MONOMER	
G6351	b0644	675570	676547	G6351-MONOMER	
EG10215	b3162	3305971	3307860	EG10215-MONOMER	RXN-24178
EG11682	b3204	3346578	3347069	MONOMER0-4293 // EG11682-MONOMER	
EG30029	b0665	696542	696616	glnV-tRNA	
EG10364	b2837	2976599	2977630	PD03028	
EG11088	b0113	122092	122856	EG11088-MONOMER	
EG11737	b0198	220968	221621	METI-MONOMER	RXN0-4522 // TRANS-RXN0-202 // RXN0-7186 // RXN0-7185 // TRANS-RXN0-511 // TRANS-RXN0-510 // TRANS-RXN-383
G0-10593	b4601	1671777	1671860	MONOMER0-2821	
G6809	b1523	1611966	1612325	G6809-MONOMER	
EG11358	b3189	3335235	3336494	UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
EG10584	b3829	4013053	4015314	HOMOCYSMET-MONOMER	HOMOCYSMET-RXN
G6200	b0335	352706	354592	G6200-MONOMER	PROPIONATE--COA-LIGASE-RXN
EG10321	b1923	2002110	2003606	EG10321-MONOMER	
G6928	b1722	1805325	1806083	G6928-MONOMER	
EG12057	b2199	2295583	2296320	CCMC-MONOMER	RXN-21407
G7270	b2438	2555228	2555728	G7270-MONOMER	
G7443	b2777	2904747	2905418	G7443-MONOMER	RXN0-6575
G7098	b2047	2120160	2121554	G7098-MONOMER	RXN-11791
G7288	b2458	2572489	2573505	G7288-MONOMER	PHOSACETYLTRANS-RXN
EG12113	b3391	3519465	3520703	EG12113-MONOMER	
G0-17027	b4781	2483729	2483758	MONOMER0-4493	
EG10400	b3423	3559848	3560605	PD03576	
EG10415	b3181	3328239	3328715	EG10415-MONOMER	
G0-17020	b4774	1491876	1491944	MONOMER0-4486	
G6458	b0874	913958	914857	G6458-MONOMER	TRANS-RXN-401 // TRANS-RXN-492
EG10605	b0149	164730	167264	MONOMER0-4521 // EG10605-MONOMER	RXN-16650 // RXN-16659 // RXN-16649
G0-10241	b4565	4530255	4530533	MONOMER0-2121	
G6632	b4573	1294426	1295322	G6632-MONOMER	
